"sub","average_fd_mean","average_vs_mean"
104,0.0798889948015975,92.9309805
105,0.0816824512370596,106.860782
106,0.163462133342836,100.5970685
107,0.0832659937159304,107.68572
108,0.143051072823383,79.1202885
110,0.0892792073432834,86.5595065
111,0.282957661910348,40.420356
112,0.107902780109453,88.849165
113,0.126474759736318,81.43695
115,0.129737205125174,111.5145645
116,0.261072133457712,54.14536
117,0.118027053880597,93.656728
118,0.342308731068906,77.729531
120,0.50620918185995,67.836447
121,0.0972291564741294,108.996692
122,0.119873655504152,104.2757345
124,0.153321903624378,73.5924595
125,0.096231690851505,118.8046385
126,0.274892926763681,54.0444775
127,0.131479015220896,87.215966
128,0.253310359558707,75.6982305
129,0.435873246513408,61.417178
130,0.378145689485075,37.8654225
131,0.491926273371144,43.5518395
132,0.217687279,59.8964955
133,0.226344876590548,72.1137335
134,0.292108853468956,23.2954125
135,0.360306674604975,50.012155
136,0.151665853562189,77.7415705
137,0.212703927113682,59.6987725
138,0.813451997174129,27.1310325
140,0.233649418839801,77.416933
141,0.165391032916766,72.045109
142,0.232602365257214,73.0407675
143,0.207841365614428,60.6976865
144,0.313883623267239,33.9453335
145,1.41163519900995,20.6492305
147,0.185837539901689,106.78323
149,0.382206015060697,58.23972
150,0.202617079875622,35.164065
151,0.272296795433881,63.255948
152,0.479501662134577,61.6439985
153,0.24089132609204,55.3929425
154,0.215962656922388,53.0156165
155,0.0917543662472638,89.0411905
156,0.222829903846766,50.4528265
157,0.149185524139403,49.6350715
158,0.146722349325373,70.783085
159,0.101375334188888,90.43497
10317,0.171323451051575,31.064705
10369,0.115782989145709,32.2181835
10402,0.16894222908197,29.1964205
10418,0.127538518450335,31.1060165
10462,0.126056445525984,24.171548
10478,0.0836239103983386,34.347934
10486,0.142045594992126,27.9848755
10529,0.167183702984252,28.8473645
10541,0.32073753390748,24.5154715
10559,0.20585300060748,29.1671545
10572,0.28725912626063,27.998099
10581,0.147457092326181,24.5004015
10584,0.103857607862992,32.406897
10585,0.235779449880138,34.237835
10589,0.114562957625697,32.599892
10590,0.126855623052221,30.548498
10596,0.221375266135236,31.863762
10603,0.178916755582677,33.316786
10606,0.0862826185524925,37.375251
10608,0.147848027200737,42.0558755
10617,0.193411614728346,34.385345
10636,0.138215251822835,34.8493735
10638,0.15458541188685,36.737794
10640,0.0955396877429007,53.237004
10641,0.192213936731496,32.648707
10642,0.212813123807762,52.95277
10644,0.182029456644567,30.9797015
10647,0.10393987192352,56.808939
10649,0.230829581254134,28.8434715
10652,0.155183794455906,37.6060735
10656,0.115089483398032,36.34558
10657,0.275856586014567,25.9136085
10661,0.0881512226295276,24.1301445
10663,0.158067847121654,34.2480525
10668,0.0809307518503937,49.295579
10673,0.291241936383071,33.1492895
10674,0.102283906010827,30.9748815
10677,0.203096409777559,26.0623525
10685,0.12299639500996,48.129914
10690,0.213643393158405,49.921109
10691,0.127832154822053,34.4780865
10700,0.163183229242008,38.612563
10701,0.0723635487095472,28.590545
10713,0.315591923382716,48.8547755
10716,0.153592903431221,51.567234
10718,0.238213244584043,47.2944265
10720,0.0919381834519815,53.7291765
10723,0.113020914347638,25.491502
10741,0.196738041346535,27.704207
10748,0.0868045529475,56.758214
10767,0.0883411013931102,51.5868995
10770,0.222834603267909,45.0310975
10777,0.127824683163701,43.180626
10781,0.097023592978937,52.5141685
10783,0.271873517005354,50.870753
10785,0.179603010045866,44.3130165
10794,0.0624353086112342,46.630852
10800,0.171344960570556,40.3901825
10801,0.159831080711935,55.430268
10802,0.142623271677677,48.7418855
10803,0.0668290410267638,61.418492
10804,0.124998255548032,49.99978
10806,0.315151429896988,43.5131685
10807,0.453919146215,36.627573
10809,0.094751293136299,51.7556825
10810,0.170366387820571,41.0397095
10812,0.14863340523622,47.3569295
10817,0.266085774235905,52.6067705
10827,0.121780461363642,52.1099475
10831,0.275904908030744,48.2138105
10834,0.0950448422131654,50.0187945
10838,0.226043101917717,34.173576
10843,0.103587482580957,37.6408795
10850,0.0827454150042007,57.5424495
10854,0.128735147016654,42.623771
10857,0.177707546716887,37.2299075
10858,0.221099846897841,43.0517865
10860,0.150895883479016,47.2754245
10862,0.153784352974469,45.802215
10863,0.131358768133532,45.855787
10866,0.197923618604725,47.9577185
10875,0.140381036751469,47.4976675
10881,0.57824387904126,32.997341
10886,0.479312269464567,34.618854
10887,0.269414961513446,37.0912655
10896,0.160834533418504,49.998806
10897,0.140639725574803,44.138494
10898,0.266957818453149,43.239843
10908,0.28932417210313,39.290775
10913,0.231783758421259,41.93912
10918,0.115039317841795,57.6638485
10924,0.141410558444213,59.703431
10926,0.468396568553149,35.3831435
10928,0.221080463168504,49.186528
10929,0.168233370194664,52.460146
10930,0.100218994438583,47.948433
10938,0.256453187127616,44.2826045
10940,0.100505898260832,42.0375445
10950,0.34153399419437,38.26709
10951,0.238590022723425,42.0103545
10952,0.149889735716705,39.1461125
10953,0.391063889769685,36.353532
10954,0.466480918562992,36.171328
10956,0.0863206258646063,54.431564
10958,0.226327247853774,46.6347525
10969,0.0601638467664369,58.3686165
10974,0.391924699667303,41.888145
10977,0.0919884781440826,45.155166
10983,0.279230460690551,56.547322
10984,0.206905741218438,39.2126015
11005,0.880242566692914,23.348619
11031,0.123523041679019,55.70643
